1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,754.5
1884,944.500061
1884,944.500061
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1884,944.5
1896,941.5
1909.5,940
1921.5,937
1941,929.5
1971,919
2012.999878,907
2055,895
2104.5,881.5
2142,872.5
2188.5,860.5
2242.5,853
2295,847
2343,844
2392.5,839.5
2431.5,836.5
2470.5,836.5
2511,838
2539.5,844
2557.5,851.5
2577,860.5
2598,868
2622,872.5
2649,878.5
2674.5,883
2697,887.5
2721,892
2755.5,895
2787,895
2809.5,893.5
2818.5,890.5
2818.5,890.5
2818.5,890.5
2815.5,890.5
2809.5,889
2799,886
2779.5,880
2751,871
2710.5,862
2670,854.5
2629.5,851.5
2602.5,850
2569.5,847
2547,845.5
2512.5,839.5
2472,835
2433,832
2397,829
2362.5,826
2328,820
2293.5,814
2251.5,805
2211,800.5
2176.5,793
2148,785.5
2127,773.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
2107.5,752.5
